name,date,color,message
Joseph,June 30 2020,Pale Blue,Do you still have the bus ticket from the night we met inside your wardrobe door?\\\\n\\r\\n\r\n
jay,June 30 2020,Maroon,cristian tells me everything you did and more. i hate it. i miss us.\\\\n\\r\\n\r\n
Emily,June 30 2020,Pale Purple,Hey em. Im sorry if I ever made you feel left out. Idk what really happened with us and the whole group. You and I are the only ones who really talk tgt out of the whole group. Everything that happened was in the past\\n\n
Kelvin K,June 30 2020,Pink,I think about you everyday. I just dont know how to face you. I want to come home. I love you.\\\\n\\r\\n\r\n
Toni,June 30 2020,Orange,i have always loved you but i am to afraid to tell you. you are the most wonderful person i know\\\\n\\r\\n\r\n
No one,June 30 2020,Light Pink,I dont know if Ill ever be able to love someone. Maybe its cause I cant love myself.\\\\n\\r\\n\r\n
Brooke,June 30 2020,Dark Green,If u wouldve let me\\n\n
Ben,June 30 2020,Black,I hate you for telling me youd never leave me and then walking away anyway. I tried. I really tried\\\\n\\r\\n\r\n
Guy,June 30 2020,Pale Purple,You made me feel nostalgic for something Ive never felt before- its a welsh word\\n\n
jay,June 30 2020,Blue Grey,letting you go is the worst thing ill probably ever have to do. i wish i didnt have to. our love was so beautiful.\\\\n\\r\\n\r\n
callum,June 30 2020,Light Purple,I get butterflies whenever you teme. Stop leading me on and let me move on\\\\n\\r\\n\r\n
Jeni,June 30 2020,Pale Blue,Was her smile brighter than mine?\\\\\\\\nDid you like the way she said your name better?\\\\\\\\nDid your whole world\\n\n
Lewis,June 30 2020,Dark Green,Im sorry for being so unsure of who I was. Would you ever want to hang out? Laugh? Sit somewhere and just talk about it all? Missing our friendship.\\\\n\\r\\n\r\n
Rylie,June 30 2020,Yellow,why do i feel like you dont care. why dont you notice when i hurt i thought you cared but i guess you dont. bc you cant tell when i need you the most and i am hurting a lot right now and i have no one to tell bc i feel like if i tell you\\n\n
ken,June 30 2020,Black,not sorry\\\\n\\r\\n\r\n
Max,June 30 2020,Dark Purple,I hate you for breaking my heart. Its slowly getting better. But you stole some shattered pieces of my heart that I will never get back and that makes me sad.\\\\n\\r\\n\r\n
Hunter C.,June 30 2020,Tangerine,Love is war. And I think that youre losing. Or are you just playing me for a fool. I cant help how I am.\\\\\\\\nL\\\\n\\r\\n\r\n
Robbie,June 30 2020,Turquoise,I love you. I havent told you yet. You look into my eyes and i know. I wish you would tell me you love me.\\\\n\\r\\n\r\n
Kalman,June 30 2020,Light Purple,I kinda miss you\\n\n
My dearest,June 30 2020,Wine,I still dont feel happiness without the bittersweet sadness that I cant share it with you\\\\n\\r\\n\r\n
Brian,June 30 2020,Grey,Why is it that the moment I forget about you\\n\n
William H.,June 30 2020,Tangerine,You were literally the first friend I ever made. We were in Kindergarten. I made an effort to message you after all these years but you didnt seem like you remembered me. If you ever want to reconnect\\n\n
Julie,June 30 2020,Pale Blue,Julie\\n\n
faurdur tim,June 30 2020,Light Grey,you taught me how to love myself while i was loving you. we never couldve been something and im over you but ill forever be grateful that you introduced me to josh and aidan. what you guys gave may not ever register that it was the only thing keeping your daurdur going. the only way i can repay you guys would be staying alive and im barely doing that\\n\n
austin,June 30 2020,Black,you were the one who made me love music\\n\n
M,June 30 2020,Turquoise,I like you.\\\\\\\\nYou dont know me\\n\n
Charles,June 30 2020,Tan,I learned what I needed to know. I hope I can apply my newfound knowledge on you.\\\\n\\r\\n\r\n
Adam,June 30 2020,Black,I started to forget who I was before you. But here I am again\\n\n
sammy,June 30 2020,Light Blue,you are my everything. please never change. you are my best friend and my partner. i love you so much.\\\\n\\r\\n\r\n
Tendai,June 30 2020,Yellow,Sometimes it hurts so bad I dont know how to eain it. I cant tell you I dont want to be alive anymore. Its not your issue to burden you with. So when you ask me whats wrong I say Im okay because I have to be okay so I can be here for you\\\\n\\r\\n\r\n
Patrick B,June 30 2020,Light Purple,maybe you werent the one for me but deep down i wanted you to be\\\\n\\r\\n\r\n
nan,June 30 2020,Maroon,you are artwork\\\\\\\\nI could admire you forever\\\\n\\r\\n\r\n
Hunter C.,June 30 2020,Tangerine,I just finished the first season of the promised neverland\\\\\\\\nThank you for suggesting it. I think im gonna start kaguya-sama now.\\\\\\\\nL\\\\n\\r\\n\r\n
A,June 30 2020,Pale Purple,Weird how songs remind me of you.\\\\\\\\nso sunsets.\\\\n\\r\\n\r\n
nick,June 30 2020,Turquoise,i still think youre the most lovely person and i wish i couldve made you happy\\\\n\\r\\n\r\n
Finn,June 30 2020,Pale Blue,What did I do to deserve to see your face every day and think of how you were the only reason my world kept spinning and know you thought nothing when you saw me\\\\n\\r\\n\r\n
Eilidh Seedhouse,June 30 2020,Black,Hi I really miss you dearly\\\\n\\r\\n\r\n
Trinity B,June 30 2020,Maroon,One day I hope you realize all the ppl youve hurt without evening trying \\n\n
callum,June 30 2020,Pale Pink,Why are you always hot and cold? Just tell me you dont like me so I can move on:)\\\\n\\r\\n\r\n
Jason,June 30 2020,Maroon, Im sorry.\\\\n\\r\\n\r\n
Eilidh Seedhouse,June 30 2020,Black,Kween\\\\n\\r\\n\r\n
Grace,June 30 2020,Blue,you have put me through hell and back. but no matter what i will always love you. you say you love me but idk what to believe i did everything you asked me to do for you. i tried to make you happy but you pushed me away every time. fuck you so much. i cant leave you cuz i know that would destroy you. i have every right to just walk away from you. you say your sorry and you wont hurt me again but you do every time. and i dont leave you. you are so fucking lucky you have no idea. if you treat anyone the way you treated me i will walk away and never talk to you again. no one deserves what you put me through. and if you see this you see this you know etly who you are. fuck you. and i cant help it but love you.\\\\n\\r\\n\r\n
lucas,June 30 2020,Pale Blue,I still think well end up together. You hurt me so badly when we were younger and I tried to leave you behind\\n\n
harv,June 30 2020,White,i love you baby. i didnt mean to hurt you. well figure things out.\\\\n\\r\\n\r\n
Jacob,June 30 2020,Pale Blue,I wish you could have seen me as a person\\n\n
Brendan,June 30 2020,Grey,I miss you and I cant help but feel like something is wrong. I have no idea what Id do if something happened to you\\\\n\\r\\n\r\n
S,June 30 2020,Black,Why did u have to leave me used?\\\\\\\\nWhy did I let you?\\\\\\\\nWhy do I still love u?\\\\n\\r\\n\r\n
Eamony,June 30 2020,Light Green,I dont know how I will ever trust you.I know we cant have this conversation here now. I need clarity again. About everything + recent events. I remember but its blurry. Same words\\\\n\\r\\n\r\n
Orion S.,June 30 2020,Green,I miss your god complend your spiderman belt. You feel like home. I love you.\\\\\\\\n L.\\\\n\\r\\n\r\n
nico,June 30 2020,Red,i hope you are okay. i still love you with my whole heart. please be better. i just want to see you happy.\\\\n\\r\\n\r\n
Brenda,June 30 2020,Dark Blue,You were a shit friend talked abt me and made me hate myself. You were the only friend I had and you constantly tore me down but I looked passed it cuz ur werefriend one day all the horrible things youve done and said will come back around.but ill still wish you the best cause Im a bigger person than youll ever be.\\\\n\\r\\n\r\n
Your Mum,June 30 2020,Red,You cool doe\\\\n\\r\\n\r\n
S,June 30 2020,Yellow,I would have done anything for you\\n\n
Fisher,June 30 2020,Yellow,Fisher\\n\n
Ashley,June 30 2020,Black,Why does it feel like this? Why cant I clear my head? Why do I overthink things so much? Why cant I get you out of my head? Do you even like me? Are you just using me for comfort? Do you know whats going on inside my head? No. Why do I overthink things so much? YOu do like me. Do you like me? Do i grab your hand? Do i hold your hand? Do i grab you? DO i hold you? Do i hug you with every ounce of emotion I can muster? Do I kiss you? Do you want me to kiss you? DO you want to be with me? Do you want me to hold your hand? Do you want me to hug you? Are you going to lose feelings because Im taking things too slow and Im not bold enough to make moves all the time? Is it bad that I just like simple? Do you want me to give you everything the world has to offer? Do my quick feelings fuck up potential relationships for me? Are my compliments too much? Are they seen as creepy? Are they seen as cute? Do you like my compliments? Do you like me? Do you like me? Do you like me?\\\\n\\r\\n\r\n
nan,June 30 2020,Grey,I love you\\\\n\\r\\n\r\n
Cody M,June 30 2020,White,We only hangout for 2 days but I had a lot of fun thank you for opening my eyes up to new possibilities and being such a sweet guy I hope you and your eork things out.\\\\n\\r\\n\r\n
neha,June 30 2020,Pale Blue,u hurt me so much\\n\n
Kelly,June 30 2020,Black,You were the most selfish and inconsiderate person in my life and Im glad youre gone. I wish we had never met.\\\\n\\r\\n\r\n
silea,June 30 2020,Purple,i realized that im  not a good friend for you. i always talk about myself\\n\n
E,June 30 2020,Dark Blue,Whenever I miss you I make your favourite food and listen to your old records. Its been siays straight and Im sick of it.\\\\n\\r\\n\r\n
Tom,June 30 2020,Blue Grey,Im yet to pluck up the courage to message you\\n\n
Gunnar,June 30 2020,Light Orange,I still think about you. I cant shake the feeling you gave me. I wish you wanted me as much as I wanted you.\\\\n\\r\\n\r\n
paisley t,June 30 2020,Pale Pink,youre the reason i cant fucking trust anyone. fuck you. \\\\n\\r\\n\r\n
Will,June 30 2020,Red,Thanks for being a dick to me that one night and bringing another girl home from the club and ruining everything\\\\n\\r\\n\r\n
duda,June 30 2020,Dark Green,i think we couldve done it if we tried\\\\n\\r\\n\r\n
Chip,June 30 2020,Blue,Theres a lot going on now\\n\n
chan,June 30 2020,Light Purple,youre in my dreams thats why i sleep all the time\\\\n\\r\\n\r\n
jeison,June 30 2020,Black,i pray everyday that youll be ready\\n\n
Jon,June 30 2020,Pale Blue,No matter what happens\\n\n
Lizzy,June 30 2020,Dark Blue,you hurt me and told me it was my fault. that hurt me. i hope your happy i am gone.\\\\n\\r\\n\r\n
Quincy,June 30 2020,Pale Pink,thank you for teaching me what right person wrong time was.\\\\n\\r\\n\r\n
Human,June 30 2020,Maroon,We were very special humans.\\\\n\\r\\n\r\n
Lewis,June 30 2020,Light Orange,Really wish youd appreciate me more. I miss talking like we used to.\\\\n\\r\\n\r\n
nathan,June 30 2020,Red,you chose her\\\\n\\r\\n\r\n
Matt,June 30 2020,Black,You made me realize how painful it is to lose yourself in somebody else. Im healed now. If you met the new me you wouldnt even recognize her.\\\\n\\r\\n\r\n
tim,June 30 2020,Red,we are NOT dating\\n\n
dylan,June 30 2020,Light Green,no u\\\\n\\r\\n\r\n
Cameron,June 30 2020,Green,im sorry i hurt you. youll always be the one that got away. maybe ill see you in washington one day.\\\\n\\r\\n\r\n
callum,June 30 2020,Pale Pink,You were the first person who ever made me feel truly loved\\n\n
bk,June 30 2020,Light Green,you were a cool almost\\n\n
My butterfly,June 30 2020,Yellow,Thank you for always being my number one fan. My biggest supporter. I appreciate you so much.  your sunflower\\\\n\\r\\n\r\n
derek,June 30 2020,Pale Blue,sorry things didnt work out. i only did what was best for both of us\\\\n\\r\\n\r\n
Jacob,June 30 2020,Light Green,Im tired of waiting for you to make up your mind\\\\n\\r\\n\r\n
joey,June 30 2020,Yellow,Im sorry. i shouldve said hi\\n\n
Ben,June 30 2020,Pale Blue,I hate the way you screwed me over but karmas a bitch right?\\\\n\\r\\n\r\n
Marian,June 30 2020,Yellow,Hey! I dont know if you know you hurt my feelingsbut you really did. You were such a good friend and literally the only one i could go to with my problems butguess whatthat didnt work. I suppose thats my luck. What hurt me the most is that you promised\\n\n
K,June 30 2020,Pale Pink,Im glad youre happy now but I hope one day we can be friends again\\\\n\\r\\n\r\n
Chloe,June 30 2020,Pale Purple,I know you have a really bad head ache still but I just want to ask if you still like girls and if you would be down for a date sometime? \\\\n\\r\\n\r\n
Julian,June 30 2020,Dark Blue,I know I loved too hard because I was chasing you and you clearly didnt want me. Im numb now\\\\n\\r\\n\r\n
Danielle Simpson,June 30 2020,Black,Youre a shit friend\\\\n\\r\\n\r\n
S,June 30 2020,Light Green,I cant wait for the netime you try coming back after it doesnt work with her again. Im finally strong enough to tell you no. Im proud of myself for that\\\\n\\r\\n\r\n
Kyle M.,June 30 2020,Black,We became different people. It was a tough time. But this could work. Even though you treated me like crap\\n\n
Jizelle,June 30 2020,Black,you are my faborite person pelase never forget that i love you so much and i dont know what i would do without you oooooooooooooooooooooooooooooo\\\\n\\r\\n\r\n
Eamony,June 30 2020,Light Purple,Do you still believe that all the walls I build around my heart are because of what Margaret did to me? Because I think its everyones actions that made that happen. It kept building up. Everything that happened to me. You played a huge part in it.\\\\n\\r\\n\r\n
